subject,region,n_electrodes,condition,layer,model,observed_r2,p_value,n_permutations_used
1,Pole_temporal,5,v,late,GPT,-1291.864990234375,0.8201798201798202,1000
1,Pole_temporal,5,v,late,T5,-1787.2657470703125,0.5284715284715285,1000
1,Pole_temporal,5,v,last,BERT,-168.69081115722656,0.8941058941058941,1000
1,Pole_temporal,5,v,last,GPT,-1122.5035400390625,0.8471528471528471,1000
1,Pole_temporal,5,v,last,T5,-79.64733123779297,0.8361638361638362,1000
1,Pole_temporal,5,GS,early,BERT,-0.44667577743530273,0.8431568431568431,1000
1,Pole_temporal,5,GS,early,GPT,-0.9048504829406738,0.8441558441558441,1000
1,Pole_temporal,5,GS,early,T5,-1.1171536445617676,0.6533466533466533,1000
1,Pole_temporal,5,GS,middle,BERT,-0.5570871829986572,0.8391608391608392,1000
1,Pole_temporal,5,GS,middle,GPT,-0.869704008102417,0.7882117882117882,1000
1,Pole_temporal,5,GS,middle,T5,-1.0781705379486084,0.6013986013986014,1000
1,Pole_temporal,5,GS,late,BERT,-0.6116034984588623,0.8561438561438561,1000
1,Pole_temporal,5,GS,late,GPT,-1.4468002319335938,0.7462537462537463,1000
1,Pole_temporal,5,GS,late,T5,-20.873353958129883,0.8691308691308691,1000
1,Pole_temporal,5,GS,last,BERT,-0.46787476539611816,0.7892107892107892,1000
1,Pole_temporal,5,GS,last,GPT,-0.8431754112243652,0.7992007992007992,1000
1,Pole_temporal,5,GS,last,T5,-0.3962130546569824,0.6303696303696303,1000
1,Pole_temporal,5,GNS,early,BERT,-0.015065431594848633,0.26873126873126874,1000
1,Pole_temporal,5,GNS,early,GPT,-7.626461029052734,0.998001998001998,1000
1,Pole_temporal,5,GNS,early,T5,-14.440325736999512,0.998001998001998,1000
1,Pole_temporal,5,GNS,middle,BERT,-0.9021729230880737,0.999000999000999,1000
1,Pole_temporal,5,GNS,middle,GPT,-14.225765228271484,0.999000999000999,1000
1,Pole_temporal,5,GNS,middle,T5,-14.452160835266113,1.0,1000
1,Pole_temporal,5,GNS,late,BERT,-1.1947462558746338,0.999000999000999,1000
1,Pole_temporal,5,GNS,late,GPT,-14.417662620544434,0.999000999000999,1000
1,Pole_temporal,5,GNS,late,T5,-17.10811424255371,0.999000999000999,1000
1,Pole_temporal,5,GNS,last,BERT,-0.21280443668365479,0.8881118881118881,1000
1,Pole_temporal,5,GNS,last,GPT,-10.9956693649292,1.0,1000
1,Pole_temporal,5,GNS,last,T5,-0.06624186038970947,0.957042957042957,1000
1,Pole_temporal,5,NGNS,early,BERT,-0.07748961448669434,0.8781218781218781,1000
1,Pole_temporal,5,NGNS,early,GPT,-0.8004369735717773,0.8831168831168831,1000
1,Pole_temporal,5,NGNS,early,T5,-1.3223159313201904,0.8271728271728271,1000
1,Pole_temporal,5,NGNS,middle,BERT,-0.07911503314971924,0.4825174825174825,1000
1,Pole_temporal,5,NGNS,middle,GPT,-0.8146709203720093,0.8731268731268731,1000
1,Pole_temporal,5,NGNS,middle,T5,-1.3591692447662354,0.8271728271728271,1000
1,Pole_temporal,5,NGNS,late,BERT,-0.09855568408966064,0.4835164835164835,1000
1,Pole_temporal,5,NGNS,late,GPT,-0.8175171613693237,0.8781218781218781,1000
1,Pole_temporal,5,NGNS,late,T5,-1.3913030624389648,0.8561438561438561,1000
1,Pole_temporal,5,NGNS,last,BERT,-0.05732595920562744,0.5114885114885115,1000
1,Pole_temporal,5,NGNS,last,GPT,-0.7582182884216309,0.8781218781218781,1000
1,Pole_temporal,5,NGNS,last,T5,-0.08304929733276367,0.7772227772227772,1000
1,S_central,6,overall,early,BERT,-0.01782703399658203,0.5634365634365635,1000
1,S_central,6,overall,early,GPT,-0.04157137870788574,0.4925074925074925,1000
1,S_central,6,overall,early,T5,-0.18414998054504395,0.97002997002997,1000
1,S_central,6,overall,middle,BERT,-0.028990507125854492,0.6523476523476524,1000
1,S_central,6,overall,middle,GPT,-0.04095923900604248,0.3516483516483517,1000
1,S_central,6,overall,middle,T5,-0.1969008445739746,0.981018981018981,1000
1,S_central,6,overall,late,BERT,-0.042044639587402344,0.7872127872127872,1000
1,S_central,6,overall,late,GPT,-0.041040778160095215,0.34265734265734266,1000
1,S_central,6,overall,late,T5,-0.22317445278167725,0.7232767232767233,1000
1,S_central,6,overall,last,BERT,-0.02564859390258789,0.6593406593406593,1000
1,S_central,6,overall,last,GPT,-0.03948855400085449,0.36663336663336665,1000
1,S_central,6,overall,last,T5,-0.02181720733642578,0.8551448551448552,1000
1,S_central,6,a,early,BERT,-0.0647883415222168,0.6843156843156843,1000
1,S_central,6,a,early,GPT,-0.10558938980102539,0.5114885114885115,1000
1,S_central,6,a,early,T5,-0.5143054723739624,0.991008991008991,1000
1,S_central,6,a,middle,BERT,-0.06115150451660156,0.3996003996003996,1000
1,S_central,6,a,middle,GPT,-0.11135494709014893,0.4595404595404595,1000
1,S_central,6,a,middle,T5,-0.553130030632019,0.9920079920079921,1000
1,S_central,6,a,late,BERT,-0.06717979907989502,0.42357642357642356,1000
1,S_central,6,a,late,GPT,-0.14276957511901855,0.5934065934065934,1000
1,S_central,6,a,late,T5,-0.8430930376052856,0.7402597402597403,1000
1,S_central,6,a,last,BERT,-0.06127941608428955,0.44655344655344653,1000
1,S_central,6,a,last,GPT,-0.10802698135375977,0.4825174825174825,1000
1,S_central,6,a,last,T5,-0.05737805366516113,0.3646353646353646,1000
1,S_central,6,v,early,BERT,-0.008977532386779785,0.5054945054945055,1000
1,S_central,6,v,early,GPT,-0.05084240436553955,0.5284715284715285,1000
1,S_central,6,v,early,T5,-0.19968807697296143,0.7412587412587412,1000
1,S_central,6,v,middle,BERT,-0.04011356830596924,0.8351648351648352,1000
1,S_central,6,v,middle,GPT,-0.07678556442260742,0.5054945054945055,1000
1,S_central,6,v,middle,T5,-0.23369109630584717,0.7372627372627373,1000
1,S_central,6,v,late,BERT,-0.04562509059906006,0.7762237762237763,1000
1,S_central,6,v,late,GPT,-0.12022829055786133,0.7442557442557443,1000
1,S_central,6,v,late,T5,-0.7868708372116089,0.6503496503496503,1000
1,S_central,6,v,last,BERT,-0.015444040298461914,0.5374625374625375,1000
1,S_central,6,v,last,GPT,-0.07190406322479248,0.6553446553446554,1000
1,S_central,6,v,last,T5,-0.010237812995910645,0.6003996003996004,1000
1,S_central,6,GS,early,BERT,-0.04903745651245117,0.4305694305694306,1000
1,S_central,6,GS,early,GPT,-0.01683628559112549,0.21478521478521478,1000
1,S_central,6,GS,early,T5,-0.9141336679458618,0.997002997002997,1000
1,S_central,6,GS,middle,BERT,-0.03590703010559082,0.3626373626373626,1000
1,S_central,6,GS,middle,GPT,-0.025322556495666504,0.23676323676323677,1000
1,S_central,6,GS,middle,T5,-0.9638720750808716,0.999000999000999,1000
1,S_central,6,GS,late,BERT,-0.05828869342803955,0.48951048951048953,1000
1,S_central,6,GS,late,GPT,-0.00349271297454834,0.16883116883116883,1000
1,S_central,6,GS,late,T5,-0.6740550994873047,0.7212787212787213,1000
1,S_central,6,GS,last,BERT,-0.04897964000701904,0.4155844155844156,1000
1,S_central,6,GS,last,GPT,-0.05589449405670166,0.34565434565434566,1000
1,S_central,6,GS,last,T5,-0.0437091588973999,0.2017982017982018,1000
1,S_central,6,GNS,early,BERT,-0.06791317462921143,0.7172827172827173,1000
1,S_central,6,GNS,early,GPT,0.09289062023162842,0.053946053946053944,1000
1,S_central,6,GNS,early,T5,0.11815834045410156,0.02097902097902098,1000
1,S_central,6,GNS,middle,BERT,-0.035024046897888184,0.1798201798201798,1000
1,S_central,6,GNS,middle,GPT,0.11482548713684082,0.05094905094905095,1000
1,S_central,6,GNS,middle,T5,0.14145201444625854,0.024975024975024976,1000
1,S_central,6,GNS,late,BERT,-0.03307902812957764,0.2867132867132867,1000
1,S_central,6,GNS,late,GPT,0.11561113595962524,0.04495504495504495,1000
1,S_central,6,GNS,late,T5,0.027365922927856445,0.08491508491508491,1000
1,S_central,6,GNS,last,BERT,-0.05266451835632324,0.42857142857142855,1000
1,S_central,6,GNS,last,GPT,0.10344892740249634,0.04795204795204795,1000
1,S_central,6,GNS,last,T5,-0.03372645378112793,0.08591408591408592,1000
1,S_central,6,NGNS,early,BERT,-0.1592961549758911,0.949050949050949,1000
1,S_central,6,NGNS,early,GPT,-0.19841301441192627,0.7692307692307693,1000
1,S_central,6,NGNS,early,T5,-0.12474262714385986,0.35364635364635366,1000
1,S_central,6,NGNS,middle,BERT,-0.164605975151062,0.8731268731268731,1000
1,S_central,6,NGNS,middle,GPT,-0.22491729259490967,0.7962037962037962,1000
1,S_central,6,NGNS,middle,T5,-0.14825904369354248,0.4325674325674326,1000
1,S_central,6,NGNS,late,BERT,-0.13393592834472656,0.7082917082917083,1000
1,S_central,6,NGNS,late,GPT,-0.22626829147338867,0.8341658341658341,1000
1,S_central,6,NGNS,late,T5,-0.12812530994415283,0.37362637362637363,1000
1,S_central,6,NGNS,last,BERT,-0.14683985710144043,0.9120879120879121,1000
1,S_central,6,NGNS,last,GPT,-0.2093794345855713,0.8091908091908092,1000
1,S_central,6,NGNS,last,T5,-0.0698012113571167,0.055944055944055944,1000
1,S_cingul-Marginalis,4,overall,early,BERT,-0.01006007194519043,0.22577422577422576,1000
1,S_cingul-Marginalis,4,overall,early,GPT,-0.08251988887786865,0.9210789210789211,1000
1,S_cingul-Marginalis,4,overall,early,T5,-0.09453058242797852,0.5744255744255744,1000
1,S_cingul-Marginalis,4,overall,middle,BERT,-0.020081400871276855,0.4945054945054945,1000
1,S_cingul-Marginalis,4,overall,middle,GPT,-0.09079563617706299,0.8821178821178821,1000
1,S_cingul-Marginalis,4,overall,middle,T5,-0.11871397495269775,0.5164835164835165,1000
1,S_cingul-Marginalis,4,overall,late,BERT,-0.026352286338806152,0.5944055944055944,1000
1,S_cingul-Marginalis,4,overall,late,GPT,-0.09119069576263428,0.8991008991008991,1000
1,S_cingul-Marginalis,4,overall,late,T5,-0.07805430889129639,0.2517482517482518,1000
1,S_cingul-Marginalis,4,overall,last,BERT,-0.0192641019821167,0.5294705294705294,1000
1,S_cingul-Marginalis,4,overall,last,GPT,-0.08602368831634521,0.9040959040959041,1000
1,S_cingul-Marginalis,4,overall,last,T5,-0.011049270629882812,0.24475524475524477,1000
1,S_cingul-Marginalis,4,a,early,BERT,-0.03205382823944092,0.6043956043956044,1000
1,S_cingul-Marginalis,4,a,early,GPT,-0.08212935924530029,0.5144855144855145,1000
1,S_cingul-Marginalis,4,a,early,T5,-0.23323357105255127,0.5174825174825175,1000
1,S_cingul-Marginalis,4,a,middle,BERT,-0.0219193696975708,0.1998001998001998,1000
1,S_cingul-Marginalis,4,a,middle,GPT,-0.09624850749969482,0.24075924075924077,1000
1,S_cingul-Marginalis,4,a,middle,T5,-0.27430927753448486,0.5654345654345654,1000
1,S_cingul-Marginalis,4,a,late,BERT,-0.012673020362854004,0.12387612387612387,1000
1,S_cingul-Marginalis,4,a,late,GPT,-0.10148584842681885,0.5234765234765235,1000
1,S_cingul-Marginalis,4,a,late,T5,-0.5919419527053833,0.4925074925074925,1000
1,S_cingul-Marginalis,4,a,last,BERT,-0.020485877990722656,0.23076923076923078,1000
1,S_cingul-Marginalis,4,a,last,GPT,-0.08506989479064941,0.4945054945054945,1000
1,S_cingul-Marginalis,4,a,last,T5,-0.035384535789489746,0.6463536463536463,1000
1,S_cingul-Marginalis,4,v,early,BERT,-0.036100029945373535,0.9240759240759241,1000
1,S_cingul-Marginalis,4,v,early,GPT,-0.07048285007476807,0.6633366633366633,1000
1,S_cingul-Marginalis,4,v,early,T5,-0.19239282608032227,0.5674325674325674,1000
1,S_cingul-Marginalis,4,v,middle,BERT,-0.05277562141418457,0.919080919080919,1000
1,S_cingul-Marginalis,4,v,middle,GPT,-0.06189870834350586,0.3916083916083916,1000
1,S_cingul-Marginalis,4,v,middle,T5,-0.21015918254852295,0.5804195804195804,1000
1,S_cingul-Marginalis,4,v,late,BERT,-0.05331158638000488,0.8231768231768232,1000
1,S_cingul-Marginalis,4,v,late,GPT,-0.16734206676483154,0.8021978021978022,1000
1,S_cingul-Marginalis,4,v,late,T5,-0.703520655632019,0.4595404595404595,1000
1,S_cingul-Marginalis,4,v,last,BERT,-0.060624122619628906,0.978021978021978,1000
1,S_cingul-Marginalis,4,v,last,GPT,-0.07649421691894531,0.6133866133866134,1000
1,S_cingul-Marginalis,4,v,last,T5,-0.013055920600891113,0.932067932067932,1000
1,S_cingul-Marginalis,4,GS,early,BERT,-3.361701965332031e-05,0.34965034965034963,1000
1,S_cingul-Marginalis,4,GS,early,GPT,0.024148643016815186,0.11888111888111888,1000
1,S_cingul-Marginalis,4,GS,early,T5,0.04831606149673462,0.11388611388611389,1000
1,S_cingul-Marginalis,4,GS,middle,BERT,0.030165374279022217,0.15484515484515485,1000
1,S_cingul-Marginalis,4,GS,middle,GPT,0.007841765880584717,0.15884115884115885,1000
1,S_cingul-Marginalis,4,GS,middle,T5,0.0018506050109863281,0.14885114885114886,1000
1,S_cingul-Marginalis,4,GS,late,BERT,0.04721987247467041,0.13186813186813187,1000
1,S_cingul-Marginalis,4,GS,late,GPT,0.023153722286224365,0.11588411588411589,1000
1,S_cingul-Marginalis,4,GS,late,T5,0.031699955463409424,0.12487512487512488,1000
1,S_cingul-Marginalis,4,GS,last,BERT,0.026716649532318115,0.13586413586413587,1000
1,S_cingul-Marginalis,4,GS,last,GPT,0.03055417537689209,0.1008991008991009,1000
1,S_cingul-Marginalis,4,GS,last,T5,-0.0042313337326049805,0.5114885114885115,1000
1,S_cingul-Marginalis,4,GNS,early,BERT,-0.046936631202697754,0.04495504495504495,1000
1,S_cingul-Marginalis,4,GNS,early,GPT,-0.2606654167175293,0.5694305694305695,1000
1,S_cingul-Marginalis,4,GNS,early,T5,-0.5046783685684204,0.7812187812187812,1000
1,S_cingul-Marginalis,4,GNS,middle,BERT,0.026477575302124023,0.006993006993006993,1000
1,S_cingul-Marginalis,4,GNS,middle,GPT,-0.38488149642944336,0.6943056943056943,1000
1,S_cingul-Marginalis,4,GNS,middle,T5,-0.7714680433273315,0.8301698301698301,1000
1,S_cingul-Marginalis,4,GNS,late,BERT,0.026415109634399414,0.002997002997002997,1000
1,S_cingul-Marginalis,4,GNS,late,GPT,-0.388904333114624,0.6903096903096904,1000
1,S_cingul-Marginalis,4,GNS,late,T5,-0.7249927520751953,0.926073926073926,1000
1,S_cingul-Marginalis,4,GNS,last,BERT,0.03398364782333374,0.014985014985014986,1000
1,S_cingul-Marginalis,4,GNS,last,GPT,-0.2558770179748535,0.5444555444555444,1000
1,S_cingul-Marginalis,4,GNS,last,T5,0.061484575271606445,0.016983016983016984,1000
1,S_cingul-Marginalis,4,NGNS,early,BERT,-0.04355967044830322,0.6443556443556444,1000
1,S_cingul-Marginalis,4,NGNS,early,GPT,0.03739166259765625,0.08191808191808192,1000
1,S_cingul-Marginalis,4,NGNS,early,T5,-0.3474339246749878,0.6903096903096904,1000
1,S_cingul-Marginalis,4,NGNS,middle,BERT,-0.06888175010681152,0.7692307692307693,1000
1,S_cingul-Marginalis,4,NGNS,middle,GPT,0.035656750202178955,0.06793206793206794,1000
1,S_cingul-Marginalis,4,NGNS,middle,T5,-0.03287065029144287,0.2077922077922078,1000
1,S_cingul-Marginalis,4,NGNS,late,BERT,-0.06354176998138428,0.6373626373626373,1000
1,S_cingul-Marginalis,4,NGNS,late,GPT,0.03567492961883545,0.06693306693306693,1000
1,S_cingul-Marginalis,4,NGNS,late,T5,-0.04857504367828369,0.22777222777222778,1000
1,S_cingul-Marginalis,4,NGNS,last,BERT,-0.041998863220214844,0.6613386613386614,1000
1,S_cingul-Marginalis,4,NGNS,last,GPT,0.033634722232818604,0.07692307692307693,1000
1,S_cingul-Marginalis,4,NGNS,last,T5,-0.020358562469482422,0.13686313686313686,1000
1,S_front_inf,6,overall,early,BERT,-0.02208125591278076,0.995004995004995,1000
1,S_front_inf,6,overall,early,GPT,-0.0784376859664917,0.942057942057942,1000
1,S_front_inf,6,overall,early,T5,-0.09348070621490479,0.21178821178821178,1000
1,S_front_inf,6,overall,middle,BERT,-0.03523850440979004,0.8561438561438561,1000
1,S_front_inf,6,overall,middle,GPT,-0.07409405708312988,0.8201798201798202,1000
1,S_front_inf,6,overall,middle,T5,-0.17000997066497803,0.6293706293706294,1000
1,S_front_inf,6,overall,late,BERT,-0.03561675548553467,0.7792207792207793,1000
1,S_front_inf,6,overall,late,GPT,-0.07426023483276367,0.8111888111888111,1000
1,S_front_inf,6,overall,late,T5,-0.10728573799133301,0.46553446553446554,1000
1,S_front_inf,6,overall,last,BERT,-0.02580130100250244,0.8131868131868132,1000
1,S_front_inf,6,overall,last,GPT,-0.07648277282714844,0.8691308691308691,1000
1,S_front_inf,6,overall,last,T5,-0.015441060066223145,0.7962037962037962,1000
1,S_front_inf,6,a,early,BERT,-0.0029730796813964844,0.43456543456543456,1000
1,S_front_inf,6,a,early,GPT,-0.06819581985473633,0.5774225774225774,1000
1,S_front_inf,6,a,early,T5,-0.06762075424194336,0.17782217782217782,1000
1,S_front_inf,6,a,middle,BERT,-0.009197473526000977,0.4245754245754246,1000
1,S_front_inf,6,a,middle,GPT,-0.07724809646606445,0.5804195804195804,1000
1,S_front_inf,6,a,middle,T5,-0.07002484798431396,0.14685314685314685,1000
1,S_front_inf,6,a,late,BERT,-0.008996725082397461,0.3876123876123876,1000
1,S_front_inf,6,a,late,GPT,-0.12584185600280762,0.7162837162837162,1000
1,S_front_inf,6,a,late,T5,-5.8666229248046875,0.98001998001998,1000
1,S_front_inf,6,a,last,BERT,-0.008358001708984375,0.4675324675324675,1000
1,S_front_inf,6,a,last,GPT,-0.07149195671081543,0.6163836163836164,1000
1,S_front_inf,6,a,last,T5,-0.006048321723937988,0.45754245754245754,1000
1,S_front_inf,6,v,early,BERT,-0.012570381164550781,0.7812187812187812,1000
1,S_front_inf,6,v,early,GPT,-0.12585711479187012,0.9400599400599401,1000
1,S_front_inf,6,v,early,T5,-0.10113716125488281,0.31868131868131866,1000
1,S_front_inf,6,v,middle,BERT,-0.01267993450164795,0.5374625374625375,1000
1,S_front_inf,6,v,middle,GPT,-0.15802788734436035,0.8961038961038961,1000
1,S_front_inf,6,v,middle,T5,-0.12244069576263428,0.3306693306693307,1000
1,S_front_inf,6,v,late,BERT,0.004651129245758057,0.23176823176823177,1000
1,S_front_inf,6,v,late,GPT,-0.09674334526062012,0.6653346653346653,1000
1,S_front_inf,6,v,late,T5,-1.6412508487701416,0.8201798201798202,1000
1,S_front_inf,6,v,last,BERT,-0.009221315383911133,0.5484515484515484,1000
1,S_front_inf,6,v,last,GPT,-0.1354466676712036,0.913086913086913,1000
1,S_front_inf,6,v,last,T5,-0.004683732986450195,0.5624375624375625,1000
1,S_front_inf,6,GS,early,BERT,-0.009057402610778809,0.6153846153846154,1000
1,S_front_inf,6,GS,early,GPT,-0.23999011516571045,0.903096903096903,1000
1,S_front_inf,6,GS,early,T5,-0.6409926414489746,0.9920079920079921,1000
1,S_front_inf,6,GS,middle,BERT,-0.04899156093597412,0.9180819180819181,1000
1,S_front_inf,6,GS,middle,GPT,-0.2227879762649536,0.8781218781218781,1000
1,S_front_inf,6,GS,middle,T5,-0.5719645023345947,0.9760239760239761,1000
1,S_front_inf,6,GS,late,BERT,-0.06790578365325928,0.8811188811188811,1000
1,S_front_inf,6,GS,late,GPT,-0.25020766258239746,0.9200799200799201,1000
1,S_front_inf,6,GS,late,T5,-0.6641123294830322,0.6063936063936064,1000
1,S_front_inf,6,GS,last,BERT,-0.01951897144317627,0.7272727272727273,1000
1,S_front_inf,6,GS,last,GPT,-0.2374955415725708,0.9040959040959041,1000
1,S_front_inf,6,GS,last,T5,-0.019996166229248047,0.977022977022977,1000
1,S_front_inf,6,GNS,early,BERT,0.010321080684661865,0.2757242757242757,1000
1,S_front_inf,6,GNS,early,GPT,-0.18769001960754395,0.8571428571428571,1000
1,S_front_inf,6,GNS,early,T5,-0.1513519287109375,0.6953046953046953,1000
1,S_front_inf,6,GNS,middle,BERT,0.012655854225158691,0.3226773226773227,1000
1,S_front_inf,6,GNS,middle,GPT,-0.16458678245544434,0.7662337662337663,1000
1,S_front_inf,6,GNS,middle,T5,0.09983539581298828,0.04995004995004995,1000
1,S_front_inf,6,GNS,late,BERT,0.00025403499603271484,0.43956043956043955,1000
1,S_front_inf,6,GNS,late,GPT,-0.16462469100952148,0.7742257742257742,1000
1,S_front_inf,6,GNS,late,T5,-0.17316091060638428,0.7142857142857143,1000
1,S_front_inf,6,GNS,last,BERT,-0.008279919624328613,0.5784215784215784,1000
1,S_front_inf,6,GNS,last,GPT,-0.15087449550628662,0.7992007992007992,1000
1,S_front_inf,6,GNS,last,T5,-0.0047113895416259766,0.7422577422577422,1000
1,S_front_inf,6,NGNS,early,BERT,-0.1940556764602661,0.10589410589410589,1000
1,S_front_inf,6,NGNS,early,GPT,-0.3391808271408081,0.5834165834165834,1000
1,S_front_inf,6,NGNS,early,T5,-0.48120176792144775,0.43656343656343655,1000
1,S_front_inf,6,NGNS,middle,BERT,-0.18398308753967285,0.04095904095904096,1000
1,S_front_inf,6,NGNS,middle,GPT,-0.28676819801330566,0.3906093906093906,1000
1,S_front_inf,6,NGNS,middle,T5,-0.47946619987487793,0.47952047952047955,1000
1,S_front_inf,6,NGNS,late,BERT,-0.19469904899597168,0.07992007992007992,1000
1,S_front_inf,6,NGNS,late,GPT,-0.28561079502105713,0.3866133866133866,1000
1,S_front_inf,6,NGNS,late,T5,-0.5304087400436401,0.5734265734265734,1000
1,S_front_inf,6,NGNS,last,BERT,-0.17567968368530273,0.015984015984015984,1000
1,S_front_inf,6,NGNS,last,GPT,-0.29831790924072266,0.4075924075924076,1000
1,S_front_inf,6,NGNS,last,T5,-0.2135392427444458,0.1938061938061938,1000
1,S_front_middle,5,overall,early,BERT,-0.02547168731689453,0.967032967032967,1000
1,S_front_middle,5,overall,early,GPT,-0.09220409393310547,0.9530469530469531,1000
1,S_front_middle,5,overall,early,T5,-0.14226913452148438,0.8061938061938062,1000
1,S_front_middle,5,overall,middle,BERT,-0.026779890060424805,0.7272727272727273,1000
1,S_front_middle,5,overall,middle,GPT,-0.10047030448913574,0.939060939060939,1000
1,S_front_middle,5,overall,middle,T5,-0.1729896068572998,0.8051948051948052,1000
1,S_front_middle,5,overall,late,BERT,-0.019921183586120605,0.46253746253746253,1000
1,S_front_middle,5,overall,late,GPT,-0.10054886341094971,0.9270729270729271,1000
1,S_front_middle,5,overall,late,T5,-0.14471256732940674,0.47652347652347654,1000
1,S_front_middle,5,overall,last,BERT,-0.01715409755706787,0.6273726273726273,1000
1,S_front_middle,5,overall,last,GPT,-0.09590351581573486,0.938061938061938,1000
1,S_front_middle,5,overall,last,T5,-0.01250922679901123,0.45454545454545453,1000
1,S_front_middle,5,a,early,BERT,-0.018084049224853516,0.8691308691308691,1000
1,S_front_middle,5,a,early,GPT,-0.20121347904205322,0.991008991008991,1000
1,S_front_middle,5,a,early,T5,-0.43463385105133057,0.9820179820179821,1000
1,S_front_middle,5,a,middle,BERT,-0.05714857578277588,0.932067932067932,1000
1,S_front_middle,5,a,middle,GPT,-0.20961427688598633,0.977022977022977,1000
1,S_front_middle,5,a,middle,T5,-0.4573596715927124,0.967032967032967,1000
1,S_front_middle,5,a,late,BERT,-0.08386600017547607,0.97002997002997,1000
1,S_front_middle,5,a,late,GPT,-0.22745585441589355,0.983016983016983,1000
1,S_front_middle,5,a,late,T5,-0.47102105617523193,0.6063936063936064,1000
1,S_front_middle,5,a,last,BERT,-0.02431309223175049,0.8011988011988012,1000
1,S_front_middle,5,a,last,GPT,-0.20101428031921387,0.99000999000999,1000
1,S_front_middle,5,a,last,T5,-0.02472364902496338,0.7972027972027972,1000
1,S_front_middle,5,v,early,BERT,-0.01054227352142334,0.7392607392607392,1000
1,S_front_middle,5,v,early,GPT,-0.07999956607818604,0.6653346653346653,1000
1,S_front_middle,5,v,early,T5,-0.20240390300750732,0.5634365634365635,1000
1,S_front_middle,5,v,middle,BERT,-0.01677882671356201,0.5484515484515484,1000
1,S_front_middle,5,v,middle,GPT,-0.23154425621032715,0.916083916083916,1000
1,S_front_middle,5,v,middle,T5,-0.2168639898300171,0.48951048951048953,1000
1,S_front_middle,5,v,late,BERT,-0.041941165924072266,0.7912087912087912,1000
1,S_front_middle,5,v,late,GPT,-0.16166210174560547,0.7902097902097902,1000
1,S_front_middle,5,v,late,T5,-0.3934605121612549,0.2517482517482518,1000
1,S_front_middle,5,v,last,BERT,-0.032495975494384766,0.9020979020979021,1000
1,S_front_middle,5,v,last,GPT,-0.10349440574645996,0.7432567432567433,1000
1,S_front_middle,5,v,last,T5,-0.010712027549743652,0.8651348651348651,1000
1,S_front_middle,5,GS,early,BERT,-0.05027663707733154,0.7272727272727273,1000
1,S_front_middle,5,GS,early,GPT,-0.3949204683303833,0.973026973026973,1000
1,S_front_middle,5,GS,early,T5,-0.3365095853805542,0.6483516483516484,1000
1,S_front_middle,5,GS,middle,BERT,-0.041608452796936035,0.45754245754245754,1000
1,S_front_middle,5,GS,middle,GPT,-0.41694581508636475,0.975024975024975,1000
1,S_front_middle,5,GS,middle,T5,-0.2956407070159912,0.5924075924075924,1000
1,S_front_middle,5,GS,late,BERT,-0.07017266750335693,0.5494505494505495,1000
1,S_front_middle,5,GS,late,GPT,-0.445098876953125,0.967032967032967,1000
1,S_front_middle,5,GS,late,T5,-1.0681869983673096,0.7492507492507493,1000
1,S_front_middle,5,GS,last,BERT,-0.058907508850097656,0.4905094905094905,1000
1,S_front_middle,5,GS,last,GPT,-0.4546617269515991,0.98001998001998,1000
1,S_front_middle,5,GS,last,T5,-0.04604363441467285,0.43756243756243757,1000
1,S_front_middle,5,GNS,early,BERT,-0.03129780292510986,0.16883116883116883,1000
1,S_front_middle,5,GNS,early,GPT,-0.45585334300994873,0.9370629370629371,1000
1,S_front_middle,5,GNS,early,T5,-0.3662147521972656,0.7482517482517482,1000
1,S_front_middle,5,GNS,middle,BERT,-0.042546749114990234,0.3146853146853147,1000
1,S_front_middle,5,GNS,middle,GPT,-0.35960841178894043,0.7962037962037962,1000
1,S_front_middle,5,GNS,middle,T5,-0.3838918209075928,0.7602397602397603,1000
1,S_front_middle,5,GNS,late,BERT,-0.056746840476989746,0.4485514485514486,1000
1,S_front_middle,5,GNS,late,GPT,-0.3588515520095825,0.7842157842157842,1000
1,S_front_middle,5,GNS,late,T5,-0.4081016778945923,0.7292707292707292,1000
1,S_front_middle,5,GNS,last,BERT,-0.024582624435424805,0.12987012987012986,1000
1,S_front_middle,5,GNS,last,GPT,-0.3694779872894287,0.8401598401598401,1000
1,S_front_middle,5,GNS,last,T5,-0.058467864990234375,0.7592407592407593,1000
1,S_front_middle,5,NGNS,early,BERT,-0.00970602035522461,0.13786213786213786,1000
1,S_front_middle,5,NGNS,early,GPT,-0.3909703493118286,0.8241758241758241,1000
1,S_front_middle,5,NGNS,early,T5,-0.5966415405273438,0.8141858141858141,1000
1,S_front_middle,5,NGNS,middle,BERT,-0.03866469860076904,0.3706293706293706,1000
1,S_front_middle,5,NGNS,middle,GPT,-0.3671574592590332,0.8181818181818182,1000
1,S_front_middle,5,NGNS,middle,T5,-0.6234670877456665,0.8101898101898102,1000
1,S_front_middle,5,NGNS,late,BERT,-0.06541478633880615,0.45254745254745254,1000
1,S_front_middle,5,NGNS,late,GPT,-0.3646656274795532,0.7982017982017982,1000
1,S_front_middle,5,NGNS,late,T5,-0.6047501564025879,0.7922077922077922,1000
1,S_front_middle,5,NGNS,last,BERT,-0.03891170024871826,0.33166833166833165,1000
1,S_front_middle,5,NGNS,last,GPT,-0.3860896825790405,0.8691308691308691,1000
