subject,region,n_electrodes,condition,layer,model,observed_r2,p_value,n_permutations_used
8,G_temporal_middle,5,GS,middle,T5,-0.6623033187636536,0.7222777222777222,1000
8,G_temporal_middle,5,GS,late,BERT,-0.28215790018587206,0.7432567432567433,1000
8,G_temporal_middle,5,GS,late,GPT,-0.6257005859765032,0.6693306693306693,1000
8,G_temporal_middle,5,GS,late,T5,-0.6629607696008517,0.7032967032967034,1000
8,G_temporal_middle,5,GS,last,BERT,-0.11978290377793788,0.7362637362637363,1000
8,G_temporal_middle,5,GS,last,GPT,-0.606343841730385,0.7082917082917083,1000
8,G_temporal_middle,5,GS,last,T5,-0.01525762426622923,0.7242757242757243,1000
8,G_temporal_middle,5,GNS,early,BERT,-0.3418207356211438,0.5484515484515484,1000
8,G_temporal_middle,5,GNS,early,GPT,-0.7745562186303239,0.45754245754245754,1000
8,G_temporal_middle,5,GNS,early,T5,-0.7835455566732956,0.46153846153846156,1000
8,G_temporal_middle,5,GNS,middle,BERT,-0.36018238496397426,0.44755244755244755,1000
8,G_temporal_middle,5,GNS,middle,GPT,-0.7872085800650526,0.4945054945054945,1000
8,G_temporal_middle,5,GNS,middle,T5,-0.7874161610871475,0.45554445554445555,1000
8,G_temporal_middle,5,GNS,late,BERT,-0.35855986655658834,0.3946053946053946,1000
8,G_temporal_middle,5,GNS,late,GPT,-0.783850937911585,0.4515484515484515,1000
8,G_temporal_middle,5,GNS,late,T5,-0.8675409487929848,0.4865134865134865,1000
8,G_temporal_middle,5,GNS,last,BERT,-0.23048966659242187,0.27372627372627373,1000
8,G_temporal_middle,5,GNS,last,GPT,-0.7599589588471907,0.47352647352647353,1000
8,G_temporal_middle,5,GNS,last,T5,-0.29519890836200835,0.5634365634365635,1000
8,G_temporal_middle,5,NGNS,early,BERT,0.023507415517913244,0.08391608391608392,1000
8,G_temporal_middle,5,NGNS,early,GPT,-0.07182093670350143,0.1018981018981019,1000
8,G_temporal_middle,5,NGNS,early,T5,-0.11607136417089592,0.12387612387612387,1000
8,G_temporal_middle,5,NGNS,middle,BERT,0.05895193980547375,0.06593406593406594,1000
8,G_temporal_middle,5,NGNS,middle,GPT,-0.21210198179651618,0.25074925074925075,1000
8,G_temporal_middle,5,NGNS,middle,T5,-0.45041397569163544,0.3706293706293706,1000
8,G_temporal_middle,5,NGNS,late,BERT,0.030052989000844632,0.0999000999000999,1000
8,G_temporal_middle,5,NGNS,late,GPT,-41.4126869865108,0.3906093906093906,1000
8,G_temporal_middle,5,NGNS,late,T5,-0.12130873909539308,0.13586413586413587,1000
8,G_temporal_middle,5,NGNS,last,BERT,-0.012015986297331693,0.15284715284715283,1000
8,G_temporal_middle,5,NGNS,last,GPT,-0.06549912361369081,0.1048951048951049,1000
8,G_temporal_middle,5,NGNS,last,T5,-0.07240371266122492,0.3826173826173826,1000
8,Hippocampus,6,overall,early,BERT,-0.023582366881158112,0.8731268731268731,1000
8,Hippocampus,6,overall,early,GPT,-0.22319090378900985,0.993006993006993,1000
8,Hippocampus,6,overall,early,T5,-0.21479606433949505,0.996003996003996,1000
8,Hippocampus,6,overall,middle,BERT,-0.043853644024725025,0.8021978021978022,1000
8,Hippocampus,6,overall,middle,GPT,-0.22462310730825652,0.999000999000999,1000
8,Hippocampus,6,overall,middle,T5,-0.22070032828331398,0.9920079920079921,1000
8,Hippocampus,6,overall,late,BERT,-0.08651846869712321,0.955044955044955,1000
8,Hippocampus,6,overall,late,GPT,-0.22502841678931151,0.996003996003996,1000
8,Hippocampus,6,overall,late,T5,-0.17934103281017788,0.5004995004995005,1000
8,Hippocampus,6,overall,last,BERT,-0.049192717513244055,0.9400599400599401,1000
8,Hippocampus,6,overall,last,GPT,-0.21685223225159356,0.991008991008991,1000
8,Hippocampus,6,overall,last,T5,-0.001156257223384305,0.40559440559440557,1000
8,Hippocampus,6,a,early,BERT,-0.04731664424925763,0.9370629370629371,1000
8,Hippocampus,6,a,early,GPT,-0.42060996833349407,0.98001998001998,1000
8,Hippocampus,6,a,early,T5,-0.40453171183789816,0.977022977022977,1000
8,Hippocampus,6,a,middle,BERT,-0.10251915148032276,0.9760239760239761,1000
8,Hippocampus,6,a,middle,GPT,-0.42423198433238585,0.978021978021978,1000
8,Hippocampus,6,a,middle,T5,-0.4269882152426032,0.9820179820179821,1000
8,Hippocampus,6,a,late,BERT,-0.10853228133818127,0.9070929070929071,1000
8,Hippocampus,6,a,late,GPT,-0.42061906118739123,0.978021978021978,1000
8,Hippocampus,6,a,late,T5,-0.4370208140859655,0.971028971028971,1000
8,Hippocampus,6,a,last,BERT,-0.0685857171614026,0.9100899100899101,1000
8,Hippocampus,6,a,last,GPT,-0.39260686996647354,0.971028971028971,1000
8,Hippocampus,6,a,last,T5,-0.00979307590769829,0.8121878121878122,1000
8,Hippocampus,6,v,early,BERT,-0.007523147421336196,0.13286713286713286,1000
8,Hippocampus,6,v,early,GPT,-0.43747227257156385,0.962037962037962,1000
8,Hippocampus,6,v,early,T5,-0.3971637628201039,0.955044955044955,1000
8,Hippocampus,6,v,middle,BERT,-0.016705302932138455,0.16283716283716285,1000
8,Hippocampus,6,v,middle,GPT,-0.63103539482317,0.967032967032967,1000
8,Hippocampus,6,v,middle,T5,-0.4239290029960714,0.949050949050949,1000
8,Hippocampus,6,v,late,BERT,-0.06281696893868927,0.4065934065934066,1000
8,Hippocampus,6,v,late,GPT,-0.4711466347350821,0.968031968031968,1000
8,Hippocampus,6,v,late,T5,-2.4247234280682655,0.6663336663336663,1000
8,Hippocampus,6,v,last,BERT,0.0006727322608061082,0.0959040959040959,1000
8,Hippocampus,6,v,last,GPT,-0.38133132482657706,0.948051948051948,1000
8,Hippocampus,6,v,last,T5,-0.0037955744407356384,0.04995004995004995,1000
8,Hippocampus,6,GS,early,BERT,-0.07459996726861862,0.4565434565434565,1000
8,Hippocampus,6,GS,early,GPT,-0.6478636189422202,0.9370629370629371,1000
8,Hippocampus,6,GS,early,T5,-0.660742461474966,0.9410589410589411,1000
8,Hippocampus,6,GS,middle,BERT,-0.21886621280293417,0.8941058941058941,1000
8,Hippocampus,6,GS,middle,GPT,-0.5926513301778953,0.919080919080919,1000
8,Hippocampus,6,GS,middle,T5,-0.616566629479729,0.9200799200799201,1000
8,Hippocampus,6,GS,late,BERT,-0.2526742644572888,0.8631368631368631,1000
8,Hippocampus,6,GS,late,GPT,-1.5773230382525312,0.5844155844155844,1000
8,Hippocampus,6,GS,late,T5,-0.7243814432023958,0.958041958041958,1000
8,Hippocampus,6,GS,last,BERT,-0.10432363387052113,0.5864135864135864,1000
8,Hippocampus,6,GS,last,GPT,-0.563825586721439,0.9080919080919081,1000
8,Hippocampus,6,GS,last,T5,-0.06081106394446478,0.2827172827172827,1000
8,Hippocampus,6,GNS,early,BERT,-0.12449725366183073,0.935064935064935,1000
8,Hippocampus,6,GNS,early,GPT,-0.371236708711284,0.7682317682317682,1000
8,Hippocampus,6,GNS,early,T5,-0.3541533440676181,0.7862137862137862,1000
8,Hippocampus,6,GNS,middle,BERT,-0.1818656234970477,0.8811188811188811,1000
8,Hippocampus,6,GNS,middle,GPT,-0.38364615348495557,0.8111888111888111,1000
8,Hippocampus,6,GNS,middle,T5,-0.3573784742654351,0.7732267732267732,1000
8,Hippocampus,6,GNS,late,BERT,-0.25033625439279117,0.9090909090909091,1000
8,Hippocampus,6,GNS,late,GPT,-0.3741548276460682,0.7872127872127872,1000
8,Hippocampus,6,GNS,late,T5,-0.3765390145772787,0.7872127872127872,1000
8,Hippocampus,6,GNS,last,BERT,-0.1791599777288766,0.9150849150849151,1000
8,Hippocampus,6,GNS,last,GPT,-0.35596087998841575,0.7742257742257742,1000
8,Hippocampus,6,GNS,last,T5,-0.07025996198258544,0.8281718281718282,1000
8,Hippocampus,6,NGNS,early,BERT,-0.022980221450056293,0.023976023976023976,1000
8,Hippocampus,6,NGNS,early,GPT,-0.10403708714935633,0.15984015984015984,1000
8,Hippocampus,6,NGNS,early,T5,-0.00915823027265339,0.02197802197802198,1000
8,Hippocampus,6,NGNS,middle,BERT,0.00013016777239804878,0.057942057942057944,1000
8,Hippocampus,6,NGNS,middle,GPT,-0.13687173339090997,0.2037962037962038,1000
8,Hippocampus,6,NGNS,middle,T5,-0.24404158170722257,0.2777222777222777,1000
8,Hippocampus,6,NGNS,late,BERT,-0.004516598443870201,0.054945054945054944,1000
8,Hippocampus,6,NGNS,late,GPT,-34.769284509669745,0.6163836163836164,1000
8,Hippocampus,6,NGNS,late,T5,-0.060637054949358005,0.057942057942057944,1000
8,Hippocampus,6,NGNS,last,BERT,-0.01185130762221931,0.02097902097902098,1000
8,Hippocampus,6,NGNS,last,GPT,-0.05405930221977506,0.11388611388611389,1000
8,Hippocampus,6,NGNS,last,T5,-0.058185702669228734,0.002997002997002997,1000
8,Pole_temporal,7,overall,early,BERT,-0.038646974995578454,0.8951048951048951,1000
8,Pole_temporal,7,overall,early,GPT,-0.17279854821104768,0.8631368631368631,1000
8,Pole_temporal,7,overall,early,T5,-0.16987184601186756,0.8411588411588412,1000
8,Pole_temporal,7,overall,middle,BERT,-0.06027424903207512,0.7992007992007992,1000
8,Pole_temporal,7,overall,middle,GPT,-0.1737734198473413,0.8261738261738262,1000
8,Pole_temporal,7,overall,middle,T5,-0.1722412513952829,0.8251748251748252,1000
8,Pole_temporal,7,overall,late,BERT,-0.06847871993008314,0.6973026973026973,1000
8,Pole_temporal,7,overall,late,GPT,-0.17378627302420235,0.8381618381618382,1000
8,Pole_temporal,7,overall,late,T5,-0.16218860473248053,0.21078921078921078,1000
8,Pole_temporal,7,overall,last,BERT,-0.033235426756590414,0.6263736263736264,1000
8,Pole_temporal,7,overall,last,GPT,-0.16804698306523047,0.8571428571428571,1000
8,Pole_temporal,7,overall,last,T5,-0.0054874284797281625,0.46553446553446554,1000
8,Pole_temporal,7,a,early,BERT,-0.01721264976163006,0.5124875124875125,1000
8,Pole_temporal,7,a,early,GPT,-0.3187631126722663,0.8231768231768232,1000
8,Pole_temporal,7,a,early,T5,-0.33153896243500225,0.8801198801198801,1000
8,Pole_temporal,7,a,middle,BERT,-0.08093469796181041,0.8081918081918081,1000
8,Pole_temporal,7,a,middle,GPT,-0.32785909855233,0.8311688311688312,1000
8,Pole_temporal,7,a,middle,T5,-0.35860856855129497,0.8991008991008991,1000
8,Pole_temporal,7,a,late,BERT,-0.09697472724243772,0.7552447552447552,1000
8,Pole_temporal,7,a,late,GPT,-0.34038380506368626,0.8391608391608392,1000
8,Pole_temporal,7,a,late,T5,-0.3644576463016165,0.8821178821178821,1000
8,Pole_temporal,7,a,last,BERT,-0.04496538923168458,0.6903096903096904,1000
8,Pole_temporal,7,a,last,GPT,-0.29696996655251384,0.8161838161838162,1000
8,Pole_temporal,7,a,last,T5,-0.002908276596455206,0.3886113886113886,1000
8,Pole_temporal,7,v,early,BERT,0.05149293768846064,0.000999000999000999,1000
8,Pole_temporal,7,v,early,GPT,-0.11774493295227173,0.08291708291708291,1000
8,Pole_temporal,7,v,early,T5,-0.10121711261367428,0.07892107892107893,1000
8,Pole_temporal,7,v,middle,BERT,0.04134017643048904,0.00999000999000999,1000
8,Pole_temporal,7,v,middle,GPT,-0.19986156583581915,0.17682317682317683,1000
8,Pole_temporal,7,v,middle,T5,-0.1162473271961928,0.07892107892107893,1000
8,Pole_temporal,7,v,late,BERT,0.05904367311577274,0.004995004995004995,1000
8,Pole_temporal,7,v,late,GPT,-0.12685975764745905,0.08891108891108891,1000
8,Pole_temporal,7,v,late,T5,-0.28645124869123606,0.03596403596403597,1000
8,Pole_temporal,7,v,last,BERT,0.05808101236293872,0.002997002997002997,1000
8,Pole_temporal,7,v,last,GPT,-0.10101830336980555,0.07992007992007992,1000
8,Pole_temporal,7,v,last,T5,0.015915642450062717,0.001998001998001998,1000
8,Pole_temporal,7,GS,early,BERT,-0.09356363071345819,0.39760239760239763,1000
8,Pole_temporal,7,GS,early,GPT,0.10346282734662471,0.01098901098901099,1000
8,Pole_temporal,7,GS,early,T5,0.05593097191260099,0.03196803196803197,1000
8,Pole_temporal,7,GS,middle,BERT,-0.054476553606328526,0.2127872127872128,1000
8,Pole_temporal,7,GS,middle,GPT,-0.3529998293411942,0.04495504495504495,1000
8,Pole_temporal,7,GS,middle,T5,0.0610046463664109,0.030969030969030968,1000
8,Pole_temporal,7,GS,late,BERT,-0.054801412063879784,0.17382617382617382,1000
8,Pole_temporal,7,GS,late,GPT,-0.20731827292940275,0.26573426573426573,1000
8,Pole_temporal,7,GS,late,T5,0.014820183275476073,0.04395604395604396,1000
8,Pole_temporal,7,GS,last,BERT,-0.0413684582309386,0.14085914085914086,1000
8,Pole_temporal,7,GS,last,GPT,-0.025866859619134708,0.06393606393606394,1000
8,Pole_temporal,7,GS,last,T5,-0.05291351033090841,0.06593406593406594,1000
8,Pole_temporal,7,GNS,early,BERT,0.07106725037325012,0.005994005994005994,1000
8,Pole_temporal,7,GNS,early,GPT,0.21373531302213888,0.01998001998001998,1000
8,Pole_temporal,7,GNS,early,T5,0.2027388918936659,0.01898101898101898,1000
8,Pole_temporal,7,GNS,middle,BERT,0.08623767407218053,0.04995004995004995,1000
8,Pole_temporal,7,GNS,middle,GPT,0.21327755429678197,0.02097902097902098,1000
8,Pole_temporal,7,GNS,middle,T5,0.2825237468110303,0.001998001998001998,1000
8,Pole_temporal,7,GNS,late,BERT,0.11423869715858537,0.030969030969030968,1000
8,Pole_temporal,7,GNS,late,GPT,0.21443128998953875,0.01898101898101898,1000
8,Pole_temporal,7,GNS,late,T5,0.1741918193284463,0.028971028971028972,1000
8,Pole_temporal,7,GNS,last,BERT,0.068079249344288,0.03896103896103896,1000
8,Pole_temporal,7,GNS,last,GPT,0.20681219240833382,0.016983016983016984,1000
8,Pole_temporal,7,GNS,last,T5,0.05053103490254329,0.000999000999000999,1000
8,Pole_temporal,7,NGNS,early,BERT,-0.17182570547331144,0.978021978021978,1000
8,Pole_temporal,7,NGNS,early,GPT,-1.5159886525002784,0.9590409590409591,1000
8,Pole_temporal,7,NGNS,early,T5,-1.6217158957847584,0.964035964035964,1000
8,Pole_temporal,7,NGNS,middle,BERT,-0.5021307460923639,0.998001998001998,1000
8,Pole_temporal,7,NGNS,middle,GPT,-1.5657493379748901,0.961038961038961,1000
8,Pole_temporal,7,NGNS,middle,T5,-1.6359494251926736,0.9590409590409591,1000
8,Pole_temporal,7,NGNS,late,BERT,-0.7240326603433509,0.995004995004995,1000
8,Pole_temporal,7,NGNS,late,GPT,-999.970858228521,0.8521478521478522,1000
8,Pole_temporal,7,NGNS,late,T5,-1.7286063789972221,0.9630369630369631,1000
8,Pole_temporal,7,NGNS,last,BERT,-0.3133761396081265,0.998001998001998,1000
8,Pole_temporal,7,NGNS,last,GPT,-1.4270529804688392,0.9590409590409591,1000
8,Pole_temporal,7,NGNS,last,T5,-0.09910833000224617,0.991008991008991,1000
8,S_collat_transv_ant,3,overall,early,BERT,-0.03748140661632937,0.7532467532467533,1000
8,S_collat_transv_ant,3,overall,early,GPT,-0.16142218527008456,0.8331668331668332,1000
8,S_collat_transv_ant,3,overall,early,T5,-0.1655396675695091,0.8761238761238761,1000
8,S_collat_transv_ant,3,overall,middle,BERT,-0.06349252579877529,0.7592407592407593,1000
8,S_collat_transv_ant,3,overall,middle,GPT,-0.16311234610994485,0.8731268731268731,1000
8,S_collat_transv_ant,3,overall,middle,T5,-0.1683597687123206,0.8491508491508492,1000
8,S_collat_transv_ant,3,overall,late,BERT,-0.09305308036568016,0.8411588411588412,1000
8,S_collat_transv_ant,3,overall,late,GPT,-0.1635307926152687,0.8371628371628371,1000
8,S_collat_transv_ant,3,overall,late,T5,-0.17497828939804827,0.3646353646353646,1000
8,S_collat_transv_ant,3,overall,last,BERT,-0.05882747214273376,0.8491508491508492,1000
8,S_collat_transv_ant,3,overall,last,GPT,-0.15743745773163664,0.8221778221778222,1000
8,S_collat_transv_ant,3,overall,last,T5,-0.03398002472873185,0.9560439560439561,1000
8,S_collat_transv_ant,3,a,early,BERT,-0.037837119810660624,0.6423576423576424,1000
8,S_collat_transv_ant,3,a,early,GPT,-0.2970327129151018,0.20279720279720279,1000
8,S_collat_transv_ant,3,a,early,T5,-0.26974784178823885,0.5934065934065934,1000
8,S_collat_transv_ant,3,a,middle,BERT,-0.05903453691359961,0.4935064935064935,1000
8,S_collat_transv_ant,3,a,middle,GPT,-0.3063962070475752,0.5984015984015985,1000
8,S_collat_transv_ant,3,a,middle,T5,-0.3115852394300467,0.6253746253746254,1000
8,S_collat_transv_ant,3,a,late,BERT,-0.08594046530802757,0.5594405594405595,1000
8,S_collat_transv_ant,3,a,late,GPT,-0.3000366156568286,0.6353646353646354,1000
8,S_collat_transv_ant,3,a,late,T5,-0.2870623316857326,0.5654345654345654,1000
8,S_collat_transv_ant,3,a,last,BERT,-0.04610891040268106,0.5964035964035964,1000
8,S_collat_transv_ant,3,a,last,GPT,-0.2865677394975654,0.6233766233766234,1000
8,S_collat_transv_ant,3,a,last,T5,-0.013895858351304247,0.5624375624375625,1000
8,S_collat_transv_ant,3,v,early,BERT,-0.02093954861378089,0.17682317682317683,1000
8,S_collat_transv_ant,3,v,early,GPT,-0.2874913839524744,0.4485514485514486,1000
8,S_collat_transv_ant,3,v,early,T5,-0.2932023758595952,0.13986013986013987,1000
8,S_collat_transv_ant,3,v,middle,BERT,-0.04121211395879221,0.1888111888111888,1000
8,S_collat_transv_ant,3,v,middle,GPT,-0.2877118610655338,0.4255744255744256,1000
8,S_collat_transv_ant,3,v,middle,T5,-0.2767640340378337,0.4005994005994006,1000
8,S_collat_transv_ant,3,v,late,BERT,-0.061766205741281555,0.25874125874125875,1000
8,S_collat_transv_ant,3,v,late,GPT,-0.30199273771126567,0.47952047952047955,1000
8,S_collat_transv_ant,3,v,late,T5,-6.479791385654693,0.6753246753246753,1000
8,S_collat_transv_ant,3,v,last,BERT,-0.0394599303579275,0.2857142857142857,1000
8,S_collat_transv_ant,3,v,last,GPT,-0.259663134118427,0.4255744255744256,1000
8,S_collat_transv_ant,3,v,last,T5,-0.01829848704307091,0.2017982017982018,1000
8,S_collat_transv_ant,3,GS,early,BERT,-0.022794914870712946,0.5224775224775224,1000
8,S_collat_transv_ant,3,GS,early,GPT,-0.6413804589202998,0.8401598401598401,1000
8,S_collat_transv_ant,3,GS,early,T5,-0.622020660038552,0.7972027972027972,1000
8,S_collat_transv_ant,3,GS,middle,BERT,-0.11762049671167141,0.6733266733266733,1000
8,S_collat_transv_ant,3,GS,middle,GPT,-2.4780892106269556,0.08291708291708291,1000
8,S_collat_transv_ant,3,GS,middle,T5,-0.6017260778060067,0.8031968031968032,1000
8,S_collat_transv_ant,3,GS,late,BERT,-0.1708208648579328,0.6893106893106893,1000
8,S_collat_transv_ant,3,GS,late,GPT,-0.6100443484910933,0.8111888111888111,1000
8,S_collat_transv_ant,3,GS,late,T5,-0.6564287327831879,0.8601398601398601,1000
8,S_collat_transv_ant,3,GS,last,BERT,-0.052141784089295706,0.5884115884115884,1000
8,S_collat_transv_ant,3,GS,last,GPT,-0.5743246314172581,0.8481518481518482,1000
8,S_collat_transv_ant,3,GS,last,T5,-0.004131814325806671,0.34765234765234765,1000
8,S_collat_transv_ant,3,GNS,early,BERT,-0.25511112161956295,0.3856143856143856,1000
8,S_collat_transv_ant,3,GNS,early,GPT,-0.5437813032517482,0.4275724275724276,1000
8,S_collat_transv_ant,3,GNS,early,T5,-0.550447885390289,0.4165834165834166,1000
8,S_collat_transv_ant,3,GNS,middle,BERT,-0.5069784543436702,0.7282717282717283,1000
8,S_collat_transv_ant,3,GNS,middle,GPT,-0.5222872768028981,0.4035964035964036,1000
8,S_collat_transv_ant,3,GNS,middle,T5,-0.5453238208840618,0.3996003996003996,1000
8,S_collat_transv_ant,3,GNS,late,BERT,-0.5693711073074885,0.7012987012987013,1000
8,S_collat_transv_ant,3,GNS,late,GPT,-0.48908693107911416,0.36663336663336665,1000
8,S_collat_transv_ant,3,GNS,late,T5,-0.5565166943801274,0.4125874125874126,1000
8,S_collat_transv_ant,3,GNS,last,BERT,-0.47107531150183557,0.7642357642357642,1000
8,S_collat_transv_ant,3,GNS,last,GPT,-0.5054096251004245,0.42957042957042957,1000
8,S_collat_transv_ant,3,GNS,last,T5,-0.2948748794825453,0.6983016983016983,1000
8,S_collat_transv_ant,3,NGNS,early,BERT,-0.08203458632746541,0.9230769230769231,1000
8,S_collat_transv_ant,3,NGNS,early,GPT,-0.08212350958404135,0.45354645354645357,1000
8,S_collat_transv_ant,3,NGNS,early,T5,-0.11291414722237314,0.48951048951048953,1000
8,S_collat_transv_ant,3,NGNS,middle,BERT,-0.11884955105731088,0.9280719280719281,1000
8,S_collat_transv_ant,3,NGNS,middle,GPT,-0.11548549399564711,0.5464535464535465,1000
8,S_collat_transv_ant,3,NGNS,middle,T5,-0.22529030755286228,0.7102897102897103,1000
8,S_collat_transv_ant,3,NGNS,late,BERT,-0.11297031715143002,0.8421578421578422,1000
8,S_collat_transv_ant,3,NGNS,late,GPT,-0.07926860649440615,0.4005994005994006,1000
8,S_collat_transv_ant,3,NGNS,late,T5,-0.12363387835184092,0.5124875124875125,1000
8,S_collat_transv_ant,3,NGNS,last,BERT,-0.0628312507356168,0.8141858141858141,1000
8,S_collat_transv_ant,3,NGNS,last,GPT,-0.05973312502612971,0.3906093906093906,1000
8,S_collat_transv_ant,3,NGNS,last,T5,-0.03804556917135371,0.8651348651348651,1000
8,S_front_inf,3,overall,early,BERT,-0.048893293903474744,0.8191808191808192,1000
8,S_front_inf,3,overall,early,GPT,-0.2107879715916865,0.5374625374625375,1000
8,S_front_inf,3,overall,early,T5,-0.2068577872619346,0.5224775224775224,1000
8,S_front_inf,3,overall,middle,BERT,-0.06973267304019193,0.5684315684315684,1000
8,S_front_inf,3,overall,middle,GPT,-0.21432464581298172,0.5894105894105894,1000
8,S_front_inf,3,overall,middle,T5,-0.21339856464727092,0.5444555444555444,1000
8,S_front_inf,3,overall,late,BERT,-0.0815954529428431,0.46253746253746253,1000
8,S_front_inf,3,overall,late,GPT,-0.2150651805422521,0.5484515484515484,1000
8,S_front_inf,3,overall,late,T5,-1.5671374376638965,0.8821178821178821,1000
8,S_front_inf,3,overall,last,BERT,-0.05791698405315726,0.7092907092907093,1000
8,S_front_inf,3,overall,last,GPT,-0.20516620217406656,0.5734265734265734,1000
8,S_front_inf,3,overall,last,T5,-0.011511981041043784,0.6983016983016983,1000
8,S_front_inf,3,a,early,BERT,-0.040346614015028814,0.5754245754245755,1000
8,S_front_inf,3,a,early,GPT,-0.2987350402859603,0.5744255744255744,1000
8,S_front_inf,3,a,early,T5,-0.30893342385624045,0.5824175824175825,1000
8,S_front_inf,3,a,middle,BERT,-0.06166897264982407,0.48151848151848153,1000
8,S_front_inf,3,a,middle,GPT,-0.6263917253429852,0.8171828171828172,1000
8,S_front_inf,3,a,middle,T5,-0.3082532331493424,0.5804195804195804,1000
8,S_front_inf,3,a,late,BERT,-0.09606615605879765,0.5714285714285714,1000
8,S_front_inf,3,a,late,GPT,-0.3071704075649788,0.5794205794205795,1000
8,S_front_inf,3,a,late,T5,-0.31587776248417354,0.5824175824175825,1000
8,S_front_inf,3,a,last,BERT,-0.04772729129931741,0.5244755244755245,1000
8,S_front_inf,3,a,last,GPT,-0.34077422843929095,0.7332667332667333,1000
8,S_front_inf,3,a,last,T5,-0.01965698368769253,0.41058941058941056,1000
8,S_front_inf,3,v,early,BERT,-0.08298127140541878,0.6073926073926074,1000
8,S_front_inf,3,v,early,GPT,-0.14278289670115885,0.023976023976023976,1000
8,S_front_inf,3,v,early,T5,-0.146838465363484,0.03596403596403597,1000
8,S_front_inf,3,v,middle,BERT,-0.05155594096564564,0.15384615384615385,1000
8,S_front_inf,3,v,middle,GPT,-0.15299617096937257,0.028971028971028972,1000
8,S_front_inf,3,v,middle,T5,-0.15452994908072726,0.028971028971028972,1000
8,S_front_inf,3,v,late,BERT,-0.018492683853642555,0.04295704295704296,1000
8,S_front_inf,3,v,late,GPT,-0.1541495899495584,0.04095904095904096,1000
8,S_front_inf,3,v,late,T5,-0.6112324033992453,0.14985014985014986,1000
8,S_front_inf,3,v,last,BERT,-0.012574135451140833,0.07492507492507493,1000
8,S_front_inf,3,v,last,GPT,-0.13538241430241027,0.026973026973026972,1000
8,S_front_inf,3,v,last,T5,-0.047056667359415716,0.45254745254745254,1000
8,S_front_inf,3,GS,early,BERT,-0.018027069251743022,0.4195804195804196,1000
8,S_front_inf,3,GS,early,GPT,-0.20597755238437565,0.36163836163836166,1000
8,S_front_inf,3,GS,early,T5,-0.1408374227492004,0.1938061938061938,1000
8,S_front_inf,3,GS,middle,BERT,-0.06248135542520816,0.4875124875124875,1000
8,S_front_inf,3,GS,middle,GPT,-0.20456729368260396,0.3516483516483517,1000
8,S_front_inf,3,GS,middle,T5,-0.2913527522533501,0.45254745254745254,1000
8,S_front_inf,3,GS,late,BERT,-0.05133520104256695,0.3386613386613387,1000
8,S_front_inf,3,GS,late,GPT,-0.26204267827876726,0.4065934065934066,1000
8,S_front_inf,3,GS,late,T5,-0.24894003115096486,0.3996003996003996,1000
8,S_front_inf,3,GS,last,BERT,0.014128353589500486,0.21678321678321677,1000
8,S_front_inf,3,GS,last,GPT,-0.19589630631011956,0.36663336663336665,1000
8,S_front_inf,3,GS,last,T5,0.003069143748531622,0.2977022977022977,1000
8,S_front_inf,3,GNS,early,BERT,-0.04912193060042269,0.5514485514485514,1000
8,S_front_inf,3,GNS,early,GPT,-0.0344293571812484,0.16883116883116883,1000
8,S_front_inf,3,GNS,early,T5,-0.014522822239346311,0.17682317682317683,1000
8,S_front_inf,3,GNS,middle,BERT,0.04052955861554586,0.17082917082917082,1000
8,S_front_inf,3,GNS,middle,GPT,-0.4619622800928558,0.3076923076923077,1000
8,S_front_inf,3,GNS,middle,T5,-0.06626887231427192,0.14885114885114886,1000
8,S_front_inf,3,GNS,late,BERT,0.12889570804739603,0.07192807192807193,1000
8,S_front_inf,3,GNS,late,GPT,0.0107879472324518,0.15184815184815184,1000
8,S_front_inf,3,GNS,late,T5,0.01886323869975326,0.08491508491508491,1000
8,S_front_inf,3,GNS,last,BERT,0.05145659509137035,0.13486513486513488,1000
8,S_front_inf,3,GNS,last,GPT,0.032256684779012224,0.15084915084915085,1000
8,S_front_inf,3,GNS,last,T5,-0.01561166316048812,0.17482517482517482,1000
8,S_front_inf,3,NGNS,early,BERT,-0.027548660171785366,0.04095904095904096,1000
8,S_front_inf,3,NGNS,early,GPT,-0.5329681978259717,0.4865134865134865,1000
8,S_front_inf,3,NGNS,early,T5,-0.7029979599749192,0.5924075924075924,1000
8,S_front_inf,3,NGNS,middle,BERT,-0.11699338836469653,0.25274725274725274,1000
8,S_front_inf,3,NGNS,middle,GPT,-0.5378790092862062,0.4805194805194805,1000
8,S_front_inf,3,NGNS,middle,T5,-0.6621940158243818,0.5224775224775224,1000
8,S_front_inf,3,NGNS,late,BERT,-0.1814795221579497,0.33266733266733267,1000
8,S_front_inf,3,NGNS,late,GPT,-0.5612108345401938,0.5144855144855145,1000
8,S_front_inf,3,NGNS,late,T5,-0.5457149278941218,0.48451548451548454,1000
8,S_front_inf,3,NGNS,last,BERT,-0.07543091429852433,0.2137862137862138,1000
8,S_front_inf,3,NGNS,last,GPT,-0.4626948500522654,0.4565434565434565,1000
8,S_front_inf,3,NGNS,last,T5,-0.1545928997946795,0.5104895104895105,1000
8,S_temporal_sup,6,overall,early,BERT,0.03417712456110489,0.002997002997002997,1000
8,S_temporal_sup,6,overall,early,GPT,-0.003072800092399852,0.023976023976023976,1000
8,S_temporal_sup,6,overall,early,T5,0.008116447559842532,0.01998001998001998,1000
